"rank","personName","finalWorth","age","country","industries","selfMade","gdp_country","gross_tertiary_education_enrollment","tax_revenue_country","total_tax_rate_country","population_country","female"
1434,"Kiran Mazumdar-Shaw",2100,70,"India","Healthcare",1,2611,28.1,11.2,49.7,1366.417754,1
1434,"Nirmal Minda",2100,65,"India","Automotive",0,2611,28.1,11.2,49.7,1366.417754,0
1434,"Mu Rongjun",2100,43,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Alexander Nesis",2100,60,"Russia","Finance & Investments",1,1699.876578871,81.9,11.4,46.2,144.373535,0
1434,"Zugen Ni",2100,66,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Florentino Perez",2100,76,"Spain","Construction & Engineering",1,1394.116310769,88.9,14.2,47,47.076781,0
1434,"Victor Pinchuk",2100,62,"Ukraine","Metals & Mining",1,153.781069118,82.7,20.1,45.2,44.385155,0
1434,"Leonid Radvinsky",2100,40,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1434,"Raveendran Byju",2100,41,"India","Technology",1,2611,28.1,11.2,49.7,1366.417754,0
1434,"P.P. Reddy",2100,65,"India","Construction & Engineering",1,2611,28.1,11.2,49.7,1366.417754,0
1434,"Richard Saghian",2100,41,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
1434,"Shi Yifeng",2100,49,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Thaksin Shinawatra",2100,73,"United Arab Emirates","Finance & Investments",1,421.142267938,36.8,0.1,15.9,9.770529,0
1434,"Shu Ping",2100,53,"Singapore","Food & Beverage",1,372.062527489,84.8,13.1,21,5.703569,1
1434,"Timothy Springer",2100,75,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
1434,"Venu Srinivasan",2100,70,"India","Automotive",0,2611,28.1,11.2,49.7,1366.417754,0
1434,"Edward Stack",2100,68,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
1434,"Sun Mengquan & family",2100,73,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Alexander Svetakov",2100,55,"Russia","Finance & Investments",1,1699.876578871,81.9,11.4,46.2,144.373535,0
1434,"Torsten Toeller",2100,56,"Germany","Fashion & Retail",1,3845.630030824,70.2,11.5,48.8,83.132799,0
1434,"Barbara Tyson",2100,74,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,1
1434,"Hamdi Ulukaya",2100,50,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
1434,"Wang Linpeng",2100,54,"China","Construction & Engineering",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Wei Ing-Chou",2100,69,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Wei Yin-Heng",2100,64,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Elaine Wynn",2100,80,"United States","Gambling & Casinos",1,21427.7,88.2,9.6,36.6,328.239523,1
1434,"Xu Xudong & family",2100,53,"China","Automotive",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Yu Qibing & family",2100,57,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Yuan Fugen & family",2100,72,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Zhang Ning & family",2100,49,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,1
1434,"Zhao Tao",2100,57,"China","Healthcare",0,19910,50.6,9.4,59.2,1397.715,0
1516,"Anu Aga",2000,80,"India","Construction & Engineering",0,2611,28.1,11.2,49.7,1366.417754,1
1516,"Mohamed Al Fayed",2000,94,"United Kingdom","Fashion & Retail",1,2827.113184696,60,25.5,30.6,66.834405,0
1516,"Andrey Andreev",2000,49,"United Kingdom","Technology",1,2827.113184696,60,25.5,30.6,66.834405,0
1516,"Pavel Baudis",2000,62,"Czech Republic","Technology",1,246.489245495,64.1,14.9,46.1,10.669709,0
1516,"Wilhelm Beier & family",2000,66,"Germany","Healthcare",1,3845.630030824,70.2,11.5,48.8,83.132799,0
1516,"Cao Jianwei",2000,44,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1516,"Huwen Chen",2000,52,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1516,"Phongthep Chiaravanont",2000,71,"Thailand","Diversified",0,543.649976166,49.3,14.9,29.5,69.625582,0
1516,"Dou Zhenggang",2000,69,"China","Diversified",1,19910,50.6,9.4,59.2,1397.715,0
1516,"William Franke",2000,85,"United States","Diversified",1,21427.7,88.2,9.6,36.6,328.239523,0
1516,"Amy Goldman Fowler",2000,68,"United States","Real Estate",0,21427.7,88.2,9.6,36.6,328.239523,1
1516,"John Hancock",2000,47,"United Kingdom","Metals & Mining",0,2827.113184696,60,25.5,30.6,66.834405,0
1516,"Hu Yangzhong",2000,58,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1516,"Huang Qiaoling",2000,64,"China","Media & Entertainment",1,19910,50.6,9.4,59.2,1397.715,0
1516,"Rajiv Jain",2000,55,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1516,"Michael Jordan",2000,60,"United States","Sports",1,21427.7,88.2,9.6,36.6,328.239523,0
1516,"Diane Kemper",2000,77,"United States","Real Estate",0,21427.7,88.2,9.6,36.6,328.239523,1
1516,"Shlomo Kramer",2000,57,"Israel","Technology",1,395.098666122,63.4,23.1,25.3,9.0533,0
1516,"Heikki Kyostila",2000,77,"Finland","Healthcare",1,268.761201365,88.2,20.8,36.6,5.520314,0
1516,"Li Min",2000,57,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1516,"Liang Rubo",2000,40,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1516,"Liang Zhaoxian",2000,58,"China","Manufacturing",0,19910,50.6,9.4,59.2,1397.715,0
1516,"Lin Fanlian",2000,61,"China","Energy",1,19910,50.6,9.4,59.2,1397.715,0
1516,"Aloke Lohia",2000,64,"Thailand","Manufacturing",0,543.649976166,49.3,14.9,29.5,69.625582,0
1516,"Bill Malhotra",2000,73,"Canada","Real Estate",1,1736.42562952,68.9,12.8,24.5,36.991981,0
1516,"Alexander Mamut",2000,63,"Israel","Finance & Investments",1,395.098666122,63.4,23.1,25.3,9.0533,0
1516,"Craig McCaw",2000,73,"United States","Telecom",0,21427.7,88.2,9.6,36.6,328.239523,0
1516,"Cunhui Nan",2000,59,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1516,"Tengyun Nie & family",2000,47,"China","Service",1,19910,50.6,9.4,59.2,1397.715,0
1516,"Oei Hong Leong",2000,75,"Singapore","Finance & Investments",0,372.062527489,84.8,13.1,21,5.703569,0
1516,"Clive Palmer",2000,69,"Australia","Metals & Mining",1,1392.680589329,113.1,23,47.4,25.766605,0
1516,"Matthew Prince",2000,48,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1516,"Linda Pritzker",2000,69,"United States","Service",0,21427.7,88.2,9.6,36.6,328.239523,1
1516,"P.V. Krishna Reddy",2000,53,"India","Construction & Engineering",1,2611,28.1,11.2,49.7,1366.417754,0
1516,"Bianca Rinehart",2000,46,"Australia","Metals & Mining",0,1392.680589329,113.1,23,47.4,25.766605,1
1516,"Ginia Rinehart",2000,36,"Australia","Metals & Mining",0,1392.680589329,113.1,23,47.4,25.766605,1
1516,"T. Denny Sanford",2000,87,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1516,"Bhadresh Shah",2000,71,"India","Manufacturing",1,2611,28.1,11.2,49.7,1366.417754,0
1516,"Zygmunt Solorz-Zak",2000,66,"Poland","Media & Entertainment",1,592.164400688,67.8,17.4,40.8,37.970874,0
1516,"Sylvia Stroeher",2000,67,"Germany","Fashion & Retail",0,3845.630030824,70.2,11.5,48.8,83.132799,1
1516,"Otto Toto Sugiri",2000,69,"Indonesia","Technology",1,1119.190780753,36.3,10.2,30.1,270.203917,0
1516,"Larry Tanenbaum",2000,77,"Canada","Sports",1,1736.42562952,68.9,12.8,24.5,36.991981,0
1516,"Wichai Thongtang",2000,76,"Thailand","Finance & Investments",1,543.649976166,49.3,14.9,29.5,69.625582,0
1516,"Ion Tiriac",2000,83,"Romania","Finance & Investments",1,250.077444017,49.4,14.6,20,19.356544,0
1516,"Hope Welker",2000,37,"United States","Metals & Mining",0,21427.7,88.2,9.6,36.6,328.239523,1
1516,"William Young",2000,82,"United States","Manufacturing",1,21427.7,88.2,9.6,36.6,328.239523,0
1516,"Zhang Fan",2000,57,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1516,"Shilong Zhang & family",2000,57,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1516,"Zhang Wanzhen",2000,73,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1516,"Hongfei Zhao",2000,48,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1516,"Zhou Jian",2000,46,"China","Energy",1,19910,50.6,9.4,59.2,1397.715,0
1516,"Zhu Yiwen & family",2000,59,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
1575,"Roberto Angelini Rossi",1900,74,"Chile","Diversified",0,282.318159745,88.5,18.2,34,18.952038,0
1575,"Mika Anttonen",1900,56,"Finland","Energy",1,268.761201365,88.2,20.8,36.6,5.520314,0
1575,"David Blitzer",1900,53,"United States","Sports",1,21427.7,88.2,9.6,36.6,328.239523,0
1575,"Julio Bozano",1900,87,"Brazil","Finance & Investments",1,1839.758040766,51.3,14.2,65.1,212.559417,0
1575,"Nikolai Buinov",1900,55,"Russia","Energy",1,1699.876578871,81.9,11.4,46.2,144.373535,0
1575,"Nicola Bulgari",1900,82,"Italy","Fashion & Retail",0,2001.244392042,61.9,24.3,59.1,60.297396,0
1575,"Howard Butt, III. & family",1900,71,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,0
1575,"Jianxing Che",1900,56,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
1575,"Huxiong Chen",1900,52,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1575,"Chen Zhisong",1900,57,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1575,"Prathip Chiravanond",1900,74,"Thailand","Diversified",0,543.649976166,49.3,14.9,29.5,69.625582,0
1575,"Alexandra Daitch",1900,60,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,1
1575,"Sol Daurella",1900,57,"Spain","Food & Beverage",0,1394.116310769,88.9,14.2,47,47.076781,1
1575,"Mark Davis",1900,67,"United States","Sports",0,21427.7,88.2,9.6,36.6,328.239523,0
1575,"James Dinan",1900,63,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1575,"Dong Fan",1900,53,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
1575,"Bulent Eczacibasi",1900,73,"Turkey","Diversified",0,754.411708203,23.9,17.9,42.3,83.429615,0
1575,"Faruk Eczacibasi",1900,68,"Turkey","Diversified",0,754.411708203,23.9,17.9,42.3,83.429615,0
1575,"Eduardo Eurnekian",1900,90,"Argentina","Diversified",1,449.663446954,90,10.1,106.3,44.938712,0
1575,"Guo Zhenyu & family",1900,59,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
1575,"Surjit Kumar Gupta",1900,81,"India","Manufacturing",0,2611,28.1,11.2,49.7,1366.417754,0
1575,"Caroline Hagen Kjos",1900,39,"Switzerland","Diversified",0,703.08243536,59.6,10.1,28.8,8.574832,1
1575,"Roberto Hernandez Ramirez",1900,81,"Mexico","Finance & Investments",1,1258.286717125,40.2,13.1,55.1,126.014024,0
1575,"Reid Hoffman",1900,55,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1575,"Hu Rongda & family",1900,64,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1575,"B. Wayne Hughes, Jr.",1900,63,"United States","Real Estate",0,21427.7,88.2,9.6,36.6,328.239523,0
1575,"Scott Kapnick",1900,64,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1575,"Richard Kayne",1900,77,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1575,"Dominika Kulczyk",1900,45,"United Kingdom","Finance & Investments",0,2827.113184696,60,25.5,30.6,66.834405,1
1575,"Edward Lampert",1900,60,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1575,"James Leprino",1900,85,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
1575,"David Lichtenstein",1900,61,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
1575,"Lin Dingqiang & family",1900,56,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,0
1575,"Sarah MacMillan",1900,69,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,1
1575,"Strive Masiyiwa",1900,62,"United Kingdom","Telecom",1,2827.113184696,60,25.5,30.6,66.834405,0
1575,"Simon Nixon",1900,55,"United Kingdom","Technology",1,2827.113184696,60,25.5,30.6,66.834405,0
1575,"Kentaro Ogawa",1900,74,"Japan","Food & Beverage",1,5081.76954238,63.2,11.9,46.7,126.226568,0
1575,"Ajay Parekh",1900,65,"India","Manufacturing",0,2611,28.1,11.2,49.7,1366.417754,0
1575,"Narendrakumar Parekh",1900,84,"India","Manufacturing",0,2611,28.1,11.2,49.7,1366.417754,0
1575,"Jennifer Pritzker",1900,72,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,1
1575,"G. Rajendran",1900,80,"India","Fashion & Retail",1,2611,28.1,11.2,49.7,1366.417754,0
1575,"Ren Jianhua",1900,66,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1575,"Larry Robbins",1900,53,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1575,"Dwight Schar",1900,81,"United States","Construction & Engineering",1,21427.7,88.2,9.6,36.6,328.239523,0
1575,"Qinxiang Shao",1900,68,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1575,"Hua Shen",1900,60,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1575,"Peter Sondakh",1900,73,"Indonesia","Finance & Investments",1,1119.190780753,36.3,10.2,30.1,270.203917,0
1575,"Lucy Stitzer",1900,63,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,1
1575,"Elizabeth Sy",1900,70,"Philippines","Diversified",0,376.79550868,35.5,14,43.1,108.116615,1
1575,"Hermanto Tanoko",1900,60,"Indonesia","Manufacturing",0,1119.190780753,36.3,10.2,30.1,270.203917,0
1575,"Mehmet Sinan Tara",1900,64,"Turkey","Construction & Engineering",0,754.411708203,23.9,17.9,42.3,83.429615,0
1575,"Masateru Uno & family",1900,76,"Japan","Fashion & Retail",1,5081.76954238,63.2,11.9,46.7,126.226568,0
1575,"Vardis Vardinoyannis & family",1900,90,"Greece","Energy",1,209.852761469,136.6,26.2,51.9,10.716322,0
1575,"Jitendra Virwani",1900,57,"India","Real Estate",0,2611,28.1,11.2,49.7,1366.417754,0
1575,"Wang Chaobin",1900,67,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,0
1575,"Wang Ren-sheng",1900,91,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
1575,"Charlotte Colket Weber",1900,80,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,1
1575,"Xie Juhua & family",1900,72,"China","Healthcare",0,19910,50.6,9.4,59.2,1397.715,1
1575,"Chuanhua Xu & family",1900,88,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1575,"Gavril Yushvaev & family",1900,65,"Israel","Finance & Investments",1,395.098666122,63.4,23.1,25.3,9.0533,0
1575,"Zhang Hongwei",1900,68,"China","Diversified",1,19910,50.6,9.4,59.2,1397.715,0
1575,"Anita Zucker",1900,71,"United States","Manufacturing",0,21427.7,88.2,9.6,36.6,328.239523,1
1647,"Cameron Adams",1800,43,"Australia","Technology",1,1392.680589329,113.1,23,47.4,25.766605,0
1647,"Will Adderley",1800,51,"United Kingdom","Fashion & Retail",0,2827.113184696,60,25.5,30.6,66.834405,0
1647,"Faisal Bin Qassim Al Thani",1800,75,"Qatar","Diversified",1,183.466208791,17.9,14.7,11.3,2.832067,0
1647,"Leslie Alexander",1800,79,"United States","Sports",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Masaaki Arai",1800,57,"Japan","Real Estate",1,5081.76954238,63.2,11.9,46.7,126.226568,0
1647,"Sabrina Benetton",1800,49,"Italy","Fashion & Retail",0,2001.244392042,61.9,24.3,59.1,60.297396,1
1647,"Sanjeev Bikhchandani",1800,59,"India","Technology",1,2611,28.1,11.2,49.7,1366.417754,0
1647,"O. Francis Biondi",1800,58,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Alejandro Bulgheroni",1800,78,"Uruguay","Energy",0,56.045912952,63.1,20.1,41.8,3.461734,0
1647,"R.G. Chandramogan",1800,74,"India","Food & Beverage",1,2611,28.1,11.2,49.7,1366.417754,0
1647,"Binod Chaudhary",1800,67,"Nepal","Diversified",0,30.641380604,12.4,20.7,41.8,28.60871,0
1647,"Parker Conrad",1800,42,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Tim Cook",1800,62,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Mark Coombs",1800,62,"United Kingdom","Finance & Investments",1,2827.113184696,60,25.5,30.6,66.834405,0
1647,"John de Mol",1800,68,"Netherlands","Media & Entertainment",1,909.070395161,85,23,41.2,17.33285,0
1647,"D. Leopoldo Del Pino",1800,60,"Spain","Construction & Engineering",0,1394.116310769,88.9,14.2,47,47.076781,0
1647,"Diao Zhizhong",1800,59,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1647,"Robert Duggan",1800,78,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"James France",1800,78,"United States","Sports",0,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Phillip Frost",1800,86,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Jayme Garfinkel & family",1800,77,"Brazil","Finance & Investments",0,1839.758040766,51.3,14.2,65.1,212.559417,0
1647,"Christopher Goldsbury",1800,80,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Yusuf Hamied",1800,86,"India","Healthcare",0,2611,28.1,11.2,49.7,1366.417754,0
1647,"Brian Higgins",1800,58,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Wei Huang",1800,63,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,0
1647,"Yintai Jiang & family",1800,72,"China","Automotive",1,19910,50.6,9.4,59.2,1397.715,0
1647,"Lei Jin",1800,57,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
1647,"Jin Lei & family",1800,68,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
1647,"Valentin Kipyatkov",1800,46,"Cyprus","Technology",1,24.564647935,75.9,24.5,22.4,1.198575,0
1647,"Koo Kwang-mo",1800,45,"South Korea","Diversified",0,2029,94.3,15.6,33.2,51.709098,0
1647,"George Kurtz",1800,52,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Joe Lacob",1800,67,"United States","Sports",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Joe Lau",1800,33,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Louise Lindh",1800,43,"Sweden","Diversified",0,530.832908738,67,27.9,49.1,10.285453,1
1647,"Luo Yangyong & family",1800,47,"China","Metals & Mining",1,19910,50.6,9.4,59.2,1397.715,0
1647,"Joao Roberto Marinho",1800,69,"Brazil","Media & Entertainment",0,1839.758040766,51.3,14.2,65.1,212.559417,0
1647,"Jose Roberto Marinho",1800,67,"Brazil","Media & Entertainment",0,1839.758040766,51.3,14.2,65.1,212.559417,0
1647,"Roberto Irineu Marinho",1800,75,"Brazil","Media & Entertainment",0,1839.758040766,51.3,14.2,65.1,212.559417,0
1647,"Gary Michelson",1800,74,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Robert G. Miller",1800,77,"Canada","Technology",1,1736.42562952,68.9,12.8,24.5,36.991981,0
1647,"David Mindus",1800,51,"Sweden","Real Estate",1,530.832908738,67,27.9,49.1,10.285453,0
1647,"Adriaan Mol",1800,39,"Netherlands","Technology",1,909.070395161,85,23,41.2,17.33285,0
1647,"Mofatraj Munot",1800,78,"India","Real Estate",1,2611,28.1,11.2,49.7,1366.417754,0
1647,"Satyanarayan Nuwal",1800,70,"India","Manufacturing",1,2611,28.1,11.2,49.7,1366.417754,0
1647,"Nihat Ozdemir",1800,72,"Turkey","Diversified",1,754.411708203,23.9,17.9,42.3,83.429615,0
1647,"Benjamin Zhengmin Pan & family",1800,53,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1647,"Pierre Karl Péladeau",1800,61,"Canada","Media & Entertainment",0,1736.42562952,68.9,12.8,24.5,36.991981,0
1647,"Ronald Perelman",1800,80,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Olivier Pomel",1800,46,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Krit Ratanarak",1800,76,"Thailand","Media & Entertainment",0,543.649976166,49.3,14.9,29.5,69.625582,0
1647,"Vinod Saraf",1800,70,"India","Manufacturing",1,2611,28.1,11.2,49.7,1366.417754,0
1647,"Anatoly Sedykh",1800,58,"Russia","Metals & Mining",1,1699.876578871,81.9,11.4,46.2,144.373535,0
1647,"Genhuo Shao",1800,57,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
1647,"Shen Xiqiang & family",1800,75,"China","Energy",1,19910,50.6,9.4,59.2,1397.715,0
1647,"S.D. Shibulal",1800,68,"India","Technology",1,2611,28.1,11.2,49.7,1366.417754,0
1647,"Suh Kyung-bae",1800,60,"South Korea","Fashion & Retail",0,2029,94.3,15.6,33.2,51.709098,0
1647,"Bambang Sutantio",1800,64,"Indonesia","Food & Beverage",1,1119.190780753,36.3,10.2,30.1,270.203917,0
1647,"Sze Man Bok",1800,73,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1647,"Tran Dinh Long",1800,62,"Vietnam","Manufacturing",1,261.921244843,28.5,19.1,37.6,96.462106,0
1647,"Alan Trefler",1800,67,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Riaz Valani",1800,46,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Pieter van der Does",1800,53,"Netherlands","Technology",1,909.070395161,85,23,41.2,17.33285,0
1647,"Martin Viessmann",1800,69,"Germany","Manufacturing",0,3845.630030824,70.2,11.5,48.8,83.132799,0
1647,"Nikil Viswanathan",1800,35,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Todd Wagner",1800,62,"United States","Media & Entertainment",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Evan Williams",1800,51,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1647,"Kie Chie Wong",1800,75,"Australia","Metals & Mining",0,1392.680589329,113.1,23,47.4,25.766605,0
1647,"Wu Yingming",1800,56,"China","Energy",1,19910,50.6,9.4,59.2,1397.715,0
